full_text,normalized,label_num,pseudo_label
#KaburAjaDulu ke negara yang customer service-nya lebih serius. Terima kasih laundry langganan https://t.co/dOvIBXOhpm,kaburajadulu ke negara yang customer servicenya lebih serius terima kasih laundry langganan,0,positif
Lama2 tujuan cold shower bukan sekadar untuk menjaga kesehatan tapi juga sebagai persiapan aklimatisasi dalam rangka #KaburAjaDulu .,lama tujuan cold shower bukan sekadar untuk menjaga kesehatan tapi juga sebagai persiapan aklimatisasi dalam rangka kaburajadulu,1,neutral
 Mau lolos interview di luar negri? #kaburajadulu Banyak kandidat Indonesia gagal bukan karena kurang pintar tapi karena kurang menunjukkan proactivity &amp; impact. Check out tips untuk #kaburajadulu biar interview kamu lebih lancar ,mau lolos interview di luar negeri kaburajadulu banyak kandidat indonesia gagal bukan karena kurang pintar tapi karena kurang menunjukkan proactivity amp impact check out tips untuk kaburajadulu biar interview kamu lebih lancar,0,positif
Tips interview #kaburajadulu agar lebih standout: Gunakan STAR method untuk cerita pengalaman: Situation Task Action Result. Fokus pada hasil nyata (metrics!) &amp; inisiatif pribadi. Latihan bahasa Inggris dengan mock interview (bisa pakai AI atau partner,tips interview kaburajadulu agar lebih standout gunakan star method untuk cerita pengalaman situation task action result fokus pada hasil nyata metrics amp inisiatif pribadi latihan bahasa inggris dengan mock interview bisa pakai ai atau partner,1,neutral
Overall tips di atas akan membantu kamu dapat hasil yg lebih baik utk #KaburAjaDulu Ingat: Jangan cuma jawab pertanyaan kontrol narasi &amp; tunjukkan nilai unikmu ,overall tips di atas akan membantu kamu dapat hasil yang lebih baik untuk kaburajadulu ingat jangan cuma jawab pertanyaan kontrol narasi amp tunjukkan nilai unikmu,0,positif
Referensi buat #KaburAjaDulu,referensi buat kaburajadulu,1,neutral
@blancdenoires ayo #kaburajadulu bre,ayo kaburajadulu bre,2,negatif
@investorgabut Gw tau hidup di luar bukan perkara yg mudah dan emang enak di Negara sendiri.. siapa bilang gak enak di Indonesia. Tapi pov #KaburAjaDulu bukan krn iklim cuaca makanan keluarga dll. Kebutuhan dasar lu sbg WN aja gak dihargai di Negara ini.. punya rumah kena mafia tanah cont,gue tau hidup di luar bukan perkara yang mudah dan memang enak di negara sendiri siapa bilang tidak enak di indonesia tapi pov kaburajadulu bukan karena iklim cuaca makanan keluarga dll kebutuhan dasar kamu sebagai wn saja tidak dihargai di negara ini punya rumah kena mafia tanah cont,2,negatif
Klo gerakan #KaburAjaDulu sukses ini kayaknya 2044 indonesia ancur deh. Prabroro 2 periode lanjut Fufufafa 2 periode. Ntar umur urg 50an masih liat jalan berlubang ngantri bpjs pejabat masih pake totot totot. Jalan tol dimana2 tapi bus kota gak kebeli.,kalau gerakan kaburajadulu sukses ini kayaknya indonesia hancur deh prabroro periode lanjut fufufafa periode entar umur urg an masih lihat jalan berlubang mengantri bpjs pejabat masih pakai totot totot jalan tol dimana tapi bus kota tidak kebeli,2,negatif
@primawansatrio Mamah pgn pindah negara #KaburAjaDulu https://t.co/S5x87zdSC6,mamah pengin pindah negara kaburajadulu,2,negatif
@txtdrbekasi Skrg tau kan knp papua mau merdeka? Knp timor timur dulu memisahkan diri dan knp investor2 pada lari ke negara tetangga? Dan knp kmrn #KaburAjaDulu sempat rame?,sekarang tau kan kenapa papua mau merdeka kenapa timor timur dulu memisahkan diri dan kenapa investor pada lari ke negara tetangga dan kenapa kemarin kaburajadulu sempat rame,2,negatif
Akhir2 ini makin kepikiran buat #KaburAjaDulu. Uda capek2 bangun karir eh bisa dengan gampangnya dimatiin karakternya kalau ga sejalan keinginan penguasa.,akhir ini makin kepikiran buat kaburajadulu sudah capek bangun karir eh bisa dengan gampangnya dimatiin karakternya kalau tidak sejalan keinginan penguasa,2,negatif
Lol Yg sewot sama tagar #KaburAjaDulu kelakukan mirip Korut,lol yang sewot sama tagar kaburajadulu kelakukan mirip korut,2,negatif
@piyopikavet Udah paling bener emang #KaburAjaDulu,sudah paling benar memang kaburajadulu,2,negatif
app budget 1.3T dan user disuruh ngoding? this shit radicalize me and now i'd kill people to join #KaburAjaDulu,app budget t dan user disuruh ngoding this shit radicalize me and now id kill people tapi join kaburajadulu,2,negatif
@einedame Semakin ingin #KaburAjaDulu,semakin ingin kaburajadulu,2,negatif
Efisiensi anggaran yg sblmnya hanya rame di internal piinis mulai dibawa ke audiens lebih besar dengan kalimat: kalau kami saja diefisiensi apalagi untuk yg keluar? Ente kira LPDP aman? LPDP ini tentu isu yg bs jd hot di X. Jalan awal dari gerakan #KaburAjaDulu,efisiensi anggaran yang sebelumnya hanya rame di internal piinis mulai dibawa ke audiens lebih besar dengan kalimat kalau kami saja diefisiensi apalagi untuk yang keluar ente kira lpdp aman lpdp ini tentu isu yang bisa jadi hot di kali jalan awal dari gerakan kaburajadulu,2,negatif
Goodbye Indonesia Hello Bekasi #KaburAjaDulu https://t.co/byZFKGsHqV,goodbye indonesia hello bekasi kaburajadulu,1,neutral
@PNS_Garis_Lucu Lebih baik usaha #KaburAjaDulu atau usaha cari tubel yg jauh bagi yang mampu,lebih baik usaha kaburajadulu atau usaha cari tubel yang jauh bagi yang mampu,2,negatif
Ultranasionalinjing sudah menemukan tuit ini. #KaburAjaDulu jangan ragu kawan. Sa dukung dan doakan semoga berhasil.,ultranasionalinjing sudah menemukan tuit ini kaburajadulu jangan ragu kawan sa dukung dan doakan semoga berhasil,2,negatif
Stop ngelarang orang buat #KaburAjaDulu kalau alasannya cuma makanan. Orang mau pergi jauh cari penghidupan yg laik bukan mau liburan. Aneh bgt orang mau ke LN buat dapet kerja malah disuruh ke pelosok negeri yg akses transportasi nya aja sulit.,stop melarang orang buat kaburajadulu kalau alasannya cuma makanan orang mau pergi jauh cari penghidupan yang laik bukan mau liburan aneh banget orang mau ke ln buat dapat kerja malah disuruh ke pelosok negeri yang akses transportasi ya saja sulit,2,negatif
@proptatoes He really said #kaburajadulu but for gambling opportunities ,he really said kaburajadulu but for gambling opportunities,1,neutral
List Adegan Dewasa : Bikin KTP (buat identitas diri) Bikin SIM (biar boleh bawa kendaraan) Bikin Paspor (modal #KaburAjaDulu) Bikin NPWP (buat ngasih makan buzzer dan ani-ani pejabrut),list adegan dewasa bikin ktp buat identitas diri bikin sim biar boleh bawa kendaraan bikin paspor modal kaburajadulu bikin npwp buat mengasih makan buzzer dan aniani pejabrut,1,neutral
Alasan les bahasa Korea lagi untuk mendukung #KaburAjaDulu,alasan les bahasa korea lagi untuk mendukung kaburajadulu,1,neutral
Sebel bgt sama org di X yg mengkritik pemerintah dan ujung2nya #kaburajadulu ... klo menurutku yaa klo lo tau pemerintah lo yg skrng diisi sama org2 brengsek yaa saatnya lo maju masuk ke politik bikin perubahan bukan ngajakin org kabur.,sebel banget sama orang di kali yang mengkritik pemerintah dan ujungnya kaburajadulu kalau menurutku ya kalau lo tau pemerintah lo yang sekarang diisi sama orang brengsek ya saatnya lo maju masuk ke politik bikin perubahan bukan ngajakin orang kabur,2,negatif
Sedikit update buat salah satu #lokercot di postingan linkedin ini ya. Buat loker ke Jepang klien cari someone yg ada pengalaman di #rust ATAU #typescript yah #techjobs #KaburAjaDulu #careerinjapan Cc @hrdbacot @primawansatrio @myassirullah @ezash @ditoks @mas_recruiter https://t.co/9xjo5RI8Ly,sedikit update buat salah satu lokercot di postingan linkedin ini ya buat loker ke jepang klien cari someone yang ada pengalaman di rust atau typescript ya techjobs kaburajadulu careerinjapan cc,1,neutral
Salah satu pertimbangan utk pindah negara #KaburAjaDulu adalah biaya pindahan yg besar Admin 2x pindahan keluar biaya besar utk pesawat + rent deposit yg bisa 2-3x rent bulanan. (walaupun nanti diganti oleh kantor). Relocation budget dari perusahaan dikasih bersama gaji,salah satu pertimbangan untuk pindah negara kaburajadulu adalah biaya pindahan yang besar admin kali pindahan keluar biaya besar untuk pesawat rent deposit yang bisa kali rent bulanan walaupun nanti diganti oleh kantor relocation budget dari perusahaan dikasih bersama gaji,1,neutral
Tambahan buat yg belajar bahasa asing: https://t.co/tMkTzRqrcg Kali' ada yg niat kayak saya buat #kaburajadulu dari 🇲🇨 ,tambahan buat yang belajar bahasa asing kali ada yang niat kayak saya buat kaburajadulu dari,2,negatif
⁉️ Kabur karena uang ? Of course uang jadi salah satu faktor utk #KaburAjaDulu but not the only one. Dulu admin memutuskan utk experience the most out of live: 1. How does it feel to work at a global tech company? 2. Can I compete with top talents from all around the world? https://t.co/u115AY7rtO,kabur karena uang of course uang jadi salah satu faktor untuk kaburajadulu but not the only one dulu admin memutuskan untuk eerience the most out of live how does itu feel tapi work at a global tech company can i compete with top talents from all around the world,2,negatif
Apakah #KaburAjaDulu cuma buat YTTA? Alias Yang Tech Tech Aja?,apakah kaburajadulu cuma buat ytta alias yang tech tech saja,1,neutral
Seneng ada hashtag #kaburajadulu .. akhirnya mulai banyak yg berpikir terbuka gak mau dikelabui atau dimanfaatkan semangat nasionalisme yang semu.. semoga impian teman2 berhasil dan doakan semoga suatu hari nanti ak jg bisa ikut kabur yaa.. ,senang ada hashtag kaburajadulu akhirnya mulai banyak yang berpikir terbuka tidak mau dikelabui atau dimanfaatkan semangat nasionalisme yang semu semoga impian teman berhasil dan doakan semoga suatu hari nanti aku juga bisa ikut kabur ya,2,negatif
waktunya #KaburAjaDulu,waktunya kaburajadulu,2,negatif
@investorgabut Kebanyakan yang berisik #KaburAjaDulu palingan mentok di pengen aja. Karena mau ke luar pun duitnya gak seberapa mau berkarir kapabilitasnya medioker. Jadi bacot aja di twitter buat ngasi makan ego.,kebanyakan yang berisik kaburajadulu palingan mentok di pengin saja karena mau ke luar pun duitnya tidak seberapa mau berkarir kapabilitasnya medioker jadi bacot saja di twitter buat mengasih makan ego,2,negatif
@april_hamsa Iyaa pantas pada pengen #KaburAjaDulu,iya pantas pada pengin kaburajadulu,2,negatif
#KaburAjaDulu untuk mahasiswa. Kurang apa coba sudah sampai dijemputin ke kampus https://t.co/hkFcKvqaCb,kaburajadulu untuk mahasiswa kurang apa coba sudah sampai dijemputin ke kampus,2,negatif
Yang ini agak jauhan di Dublin Ireland. #KaburAjaDulu ke Ireland with Covalen ada 3-4 temen gue kerja di sana via covalen juga dan langgeng. Yuk! Dicoba! https://t.co/nvbajdIpZY https://t.co/EM7QMETDmh,yang ini agak jauhan di dublin ireland kaburajadulu ke ireland with covalen ada teman gue kerja di sana via covalen juga dan langgeng yuk dicoba,0,positif
@worksfess #KaburAjaDulu kak,kaburajadulu kak,2,negatif
The early strong sign of Failed State #kaburajadulu,the early strong sign of failed state kaburajadulu,1,neutral
@worksfess Dulu bekerja di F&amp;B dengan status underpaid. #KaburAjaDulu dengan sistem full-time remote tanpa ke negaranya has become my right decision apalagi lihat kondisi Indonesia is not well at all now.,dulu bekerja di fampb dengan status underpaid kaburajadulu dengan sistem fulltime remote tanpa ke negaranya has become my right decision apalagi lihat kondisi indonesia is not well at all now,1,neutral
kak kalo kabur ke luar negerinya sebagai imigran gelap naek getek terapung 16 hari di laut dan terkena demam dan penyakit kulit gitu apa masi bole pake hestek #kaburajadulu? dari solihin di desa randusari kecamatan doro pekalongan,kak kalau kabur ke luar negerinya sebagai imigran gelap naik getek terapung hari di laut dan terkena demam dan penyakit kulit begitu apa masih boleh pakai hestek kaburajadulu dari solihin di desa randusari kecamatan doro pekalongan,2,negatif
@bananamilk908 Terus masih ada yg bilang ngapain #KaburAjaDulu enakan di Indonesia,terus masih ada yang bilang mengapai kaburajadulu enakan di indonesia,2,negatif
If one of them is not Indonesia it'll be my last straw to #KaburAjaDulu because apparently y'all really got no taste in art.,if one of them is not indonesia itll be my last straw tapi kaburajadulu because apparently yall really got no taste ini art,1,neutral
@handthatfeed5 halo solihin pantura. saya solihin dari priangan. kayanya ada mz banyak yg nyoba dari pangandaran ke darwin/pulau natal buat #kaburajadulu,halo solihin pantura saya solihin dari priangan kayanya ada mas banyak yang mencoba dari pangandaran ke darwinpulau natal buat kaburajadulu,1,neutral
@Pai_C1 #KaburAjaDulu ke luar negeri. Biarkan orang kayak gitu yg berkembang biak di endonesa. Nanti sudah cukup #KaburAjaDulu balik lagi ke endonesa untuk menjarah sumber daya alam yg dijaga rangorang kayak gitu,kaburajadulu ke luar negeri biarkan orang kayak begitu yang berkembang biak di endonesa nanti sudah cukup kaburajadulu balik lagi ke endonesa untuk menjarah sumber daya alam yang dijaga rangorang kayak begitu,2,negatif
Another reason you should #KaburAjaDulu and work in Qatar (well this should be reason #1 though): https://t.co/nUW1BxofAE,another reason you should kaburajadulu and work ini qatar well this should be reason though,0,positif
YaAllah pengen #KaburAjaDulu. Butuh loker PM di MY/SG/AUS/Dubai.,yaallah pengin kaburajadulu butuh loker pm di mysgausdubai,1,neutral
@muldirun #KaburAjaDulu #VisitCambodia2025,kaburajadulu visitcambodia,1,neutral
@SumitroYoel Ges gue bidang cosmetic as a formulator/chemist bukan tech Peluangnya spt apa ya? Apa ada yg punya insight? #KaburAjaDulu,ges gue bidang cosmetic as a formulatorchemist bukan tech peluangnya seperti apa ya apa ada yang punya insight kaburajadulu,1,neutral
Cuman berharap bisa dimudahin bawa keluarga buat #KaburAjaDulu,cuman berharap bisa dimudahin bawa keluarga buat kaburajadulu,2,negatif
bismillah bisa ngumpulin duit sampe 3 digit abis itu #KaburAjaDulu,bismillah bisa ngumpulin duit sampai digit habis itu kaburajadulu,2,negatif
Dicari cowo tinggi muslim with emotional intelligence yg siap #KaburAjaDulu,dicari cowok tinggi muslim with emotional intelligence yang siap kaburajadulu,1,neutral
#KaburAjaDulu walau gue udah 30th gue yakin g Ada Kata terlambat. Gue bener2 ngrasain susah Cari duit di Indonesia. Sementara gue kabur ke Singapore setelah itu ke jepang. Bila perlu bisa apply PR di jepang. #IndonesiaGelap bgt buat gue Sakura chan udah g kuat.,kaburajadulu walau gue sudah tahu gue yakin tidak ada kata terlambat gue benar merasai susah cari duit di indonesia sementara gue kabur ke singapore setelah itu ke jepang bila perlu bisa apply pr di jepang indonesiagelap banget buat gue sakura chan sudah tidak kuat,2,negatif
masih mau #kaburajadulu ke australia u dumb cunts?,masih mau kaburajadulu ke australia lu dumb cunts,2,negatif
we still got 4 years left imma prepare for #KaburAjaDulu mgl,we still got years left imma prepare for kaburajadulu mgl,1,neutral
@BosPurwa Mereka takut jadi brain drain kali? Dikasih beasiswa ke luar negeri malah pada gunain buat #KaburAjaDulu dan jadi pengkhianat bangsa macam Veronica Koman wkwk,mereka takut jadi brain drain kali dikasih beasiswa ke luar negeri malah pada gunain buat kaburajadulu dan jadi pengkhianat bangsa macam veronica koman wkwk,2,negatif
Pagi ini denger cerita tukang naskun katanya tetangganya jualan bakso di jepang 2-3 tahun. Pas pulkam ke bdg bisa jadi agen buah dan bikin beberapa kontrakan. Sepenting itu #KaburAjaDulu .,pagi ini dengar cerita tukang naskun katanya tetangganya jualan bakso di jepang tahun pas pulkam ke bdg bisa jadi agen buah dan bikin beberapa kontrakan sepenting itu kaburajadulu,1,neutral
@cehamot Wah gk sampe segitu mending #KaburAjaDulu ,wah tidak sampai segitu mending kaburajadulu,2,negatif
@sadarrdirii Duit buat #KaburAjaDulu,duit buat kaburajadulu,2,negatif
#KaburAjaDulu yang non-tech non IT susah bener yak fiuh :(,kaburajadulu yang nontech non itu susah benar ya fiuh,2,negatif
Lihati sikon indo jdi pengen #KaburAjaDulu,lihati sikon indonesia jadi pengin kaburajadulu,2,negatif
Bentar lagi ada konsep #kaburajadulu dari Indo di Pandora. ,bentar lagi ada konsep kaburajadulu dari indonesia di pandora,2,negatif
@arddhe Mau ikut #KaburAjaDulu versi cari cwk luar aja deh :(,mau ikut kaburajadulu versi cari cwk luar saja deh,2,negatif
#KaburAjaDulu #IndonesiaGelap https://t.co/ZwyLAQL4NJ,kaburajadulu indonesiagelap,2,negatif
Ya Allah pengen banget #KaburAjaDulu ke negara yang antrian Haji nya ga pake lama contohnya ke negara-negara Eropa Ya Allah.,ya allah pengin banget kaburajadulu ke negara yang antrian haji ya tidak pakai lama contohnya ke negaranegara eropa ya allah,2,negatif
Hope it works so I can use #KaburAjaDulu ,hope itu works sok i can use kaburajadulu,2,negatif
Jadi mending #KaburAjaDulu,jadi mending kaburajadulu,2,negatif
@primawansatrio @andinsptr_ @syamsiprop nyoook kita rame2 #KaburAjaDulu,yuk kita rame kaburajadulu,2,negatif
Pgn ikutan #KaburAjaDulu tp kudu kejar S1 dulu : ,pengin ikutan kaburajadulu tapi kudu kejar si dulu,2,negatif
@maulanafikri455 Sangat mesti ngejar #KaburAjaDulu,sangat mesti ngejar kaburajadulu,2,negatif
Info #KaburAjaDulu job video editor photographer sama journalist dong ,info kaburajadulu job video editor photographer sama journalist dong,2,negatif
Kesempatan #KaburAjaDulu,kesempatan kaburajadulu,1,neutral
Satu hal yg harus disiapkan ketika #KaburAjaDulu ke negara yg ada musim dinginnya = siap2 menghadapi seasonal depression. Depresi karena musim. Ini biasanya yg bikin kaget orang indo.,satu hal yang harus disiapkan ketika kaburajadulu ke negara yang ada musim dinginnya siap menghadapi seasonal depression depresi karena musim ini biasanya yang bikin kaget orang indonesia,0,positif
Dunia yang tidak kita syukuri ini dicapai melalui usaha dan perjuangan semua orang dan juga nyawa yang melayang. Hidup ini terjalin dari keajaiban yang tak terhitung. Aku tidak akan melupakan itu. Aku akan makin meneranginya demi masa depan. SAY NO TO #KaburAjaDulu https://t.co/B3fnxrKjID,dunia yang tidak kita syukuri ini dicapai melalui usaha dan perjuangan semua orang dan juga nyawa yang melayang hidup ini terjalin dari keajaiban yang tak terhitung aku tidak akan melupakan itu aku akan makin meneranginya demi masa depan sayang no tapi kaburajadulu,0,positif
@learn_withFarah mudah2an temen2 dan juga saya segera ketemu rejekinya buat #KaburAjaDulu . It is really terrifying to be here.,mudahan teman dan juga saya segera ketemu rejekinya buat kaburajadulu itu is really terrifying tapi be here,1,neutral
Tahun 1961 Warga Berlin Timur udah menerapkan #KaburAjaDulu ke Berlin Barat. Total 3 5 juta warga Timur yg punya skill pindah domisili ke Barat karena opportunity &amp; kebebasannya jauh lebih baik dari Timur. Ini penyebab Tembok Berlin dibangun mencegah talenta kabur. https://t.co/cXztx9gLZe,tahun warga berlin timur sudah menerapkan kaburajadulu ke berlin barat total juta warga timur yang punya skill pindah domisili ke barat karena opportunity amp kebebasannya jauh lebih baik dari timur ini penyebab tembok berlin dibangun mencegah talenta kabur,2,negatif
Kalo ampe GoTo merge ama Grab makin suram aja startup Indonesia dah. Manifesting #KaburAjaDulu . . .,kalau sampai goto merge sama grab makin suram saja startup indonesia sudah manifesting kaburajadulu,2,negatif
Aight its okay 2026 #KaburAjaDulu ‍↔️,aight its okay kaburajadulu,1,neutral
@JS_Khairen pengen #kaburajadulu tapi aku,pengin kaburajadulu tapi aku,2,negatif
manifesting dapet kerjaan remote LN tapi menetap di Indo kalo bisa sih mau #KaburAjaDulu sekalian tapi gada tabungan huhu: ,manifesting dapat pekerjaan remote ln tapi menetap di indonesia kalau bisa sih mau kaburajadulu sekalian tapi gada tabungan huhu,2,negatif
Yang mau #KaburAjaDulu ke Thai gass https://t.co/qk4rJnUDln https://t.co/xB2ReMRbTy,yang mau kaburajadulu ke thai gass,2,negatif
Info #KaburAjaDulu ke thailand dong ,info kaburajadulu ke thailand dong,2,negatif
@kemgelapan Moga 2045 bisa kasih testimoni bagus karena #KaburAjaDulu,moga bisa kasih testimoni bagus karena kaburajadulu,0,positif
Info #KaburAjaDulu untuk bidang kedokteran/kesehatan ,info kaburajadulu untuk bidang kedokterankesehatan,1,neutral
@nksthi Yg bisa bawa anaknya #KaburAjaDulu,yang bisa bawa anaknya kaburajadulu,2,negatif
Semoga ada jalan merasakan #KaburAjaDulu sekarang ikhtiar tiap malam cari 1 lowongan yg bisa di apply,semoga ada jalan merasakan kaburajadulu sekarang ikhtiar tiap malam cari lowongan yang bisa di apply,0,positif
Apa ini momen #KaburAjaDulu buat gue???? https://t.co/XWE8Xggbtz,apa ini momen kaburajadulu buat gue,2,negatif
Ternyata Trend #KaburAjaDulu ini memang bukan hanya Indonesia Tapi WN Barat macem Australia New Zealand Kanada atau Eropa / Amerika itu juga banyak ya yang pindah ke Negara lain karena biaya hidup lebih murah Negara nya macem macem ada Thailand Malaysia bahkan Indonesia,ternyata trend kaburajadulu ini memang bukan hanya indonesia tapi wn barat macam australia new zealand kanada atau eropa amerika itu juga banyak ya yang pindah ke negara lain karena biaya hidup lebih murah negara ya macam macam ada thailand malaysia bahkan indonesia,2,negatif
@vue_de_moi Iya. Umr juga bahkan sebenernya underpaid sih. Dan yg di bawah itu msih banyak. Makanya kl mau ngerubah hidup emang mau ga mau #kaburajadulu. Krn yg dr dlu ya udah dibuktiin kan sama TKW/TKI. Jd blue atau white collar yg fulltime kl di LN mah bru bs ngerasain digaji layak.,iya umr juga bahkan sebenarnya underpaid sih dan yang di bawah itu masih banyak makanya kalau mau ngerubah hidup memang mau tidak mau kaburajadulu karena yang dari dulu ya sudah dibuktiin kan sama tkwtki jadi blue atau white collar yang fulltime kalau di ln mah baru bisa merasai digaji layak,2,negatif
Info #KaburAjaDulu jalur studi profesi apoteker atau S2 dimanapun dengan beasiswa. Aku muak disini profesiku gini gini aja,info kaburajadulu jalur studi profesi apoteker atau si dimanapun dengan beasiswa aku muak disini profesiku begini begini saja,2,negatif
@fadhilthomas Gaji dollar kehidupan rajabasa #kaburajadulu ,gaji dollar kehidupan rajabasa kaburajadulu,1,neutral
Yang nailed #KaburAjaDulu ini either mid level atau Senior Manager level ke atas. Yang in-between agak jarang ditemukan berhasil kabur. Kebetulan di Indo kalo diliat lowongannya juga lagi banyak buat yang in-between sedangkan yang lain yg disebutkan tadi banyakan di luar.,yang nailed kaburajadulu ini either mid level atau senior manager level ke atas yang inbetween agak jarang ditemukan berhasil kabur kebetulan di indonesia kalau dilihat lowongannya juga lagi banyak buat yang inbetween sedangkan yang lain yang disebutkan tadi banyakan di luar,2,negatif
Sejauh ini selama apply for jobs awalnya hoping sama local companies but for months ga ada yg respon Akhirnya give up dan kembali open untuk #KaburAjaDulu dan not so surprisingly yang respon sampe interview cuma dari luar negeri doang ,sejauh ini selama apply for jobs awalnya hoping sama local companies but for months tidak ada yang respon akhirnya give up dan kembali open untuk kaburajadulu dan not sok surprisingly yang respon sampai interview cuma dari luar negeri doang,1,neutral
Mending fokus #kaburajadulu,mending fokus kaburajadulu,2,negatif
@hagogah @kindarnn @BudiBukanIntel @barengwarga suer makin kacaw ini kehidupan. #KaburAjaDulu kali ya?,suer makin kacaw ini kehidupan kaburajadulu kali ya,2,negatif
@ZoneVenomWar Solusinya ya #KaburAjaDulu . Mereka udah betul² gak betah tinggal di Indonesia. Lebih baik pindah ke rumput tetangga yang lebih hijau drpd tersiksa hidup di Indonesia.,solusinya ya kaburajadulu mereka sudah betul tidak betah tinggal di indonesia lebih baik pindah ke rumput tetangga yang lebih hijau daripada tersiksa hidup di indonesia,2,negatif
#KaburAjaDulu demi kewarasan jiwa #KaburAjaDulu demi keselamatan raga ,kaburajadulu demi kewarasan jiwa kaburajadulu demi keselamatan raga,2,negatif
@isnann_t Dibantu difasilitasi pak kades. Kembangkan potensinya agar dia bisa #kaburajadulu jika lima tahun mendatang masih aja disuruh sabar ,dibantu difasilitasi pak kades kembangkan potensinya agar dia bisa kaburajadulu jika lima tahun mendatang masih saja disuruh sabar,2,negatif
tips #kaburajadulu pakai lpdp one shot: - ketahui career goals/kontribusi kamu - ketahui kelebihan dan kekuranganmu - english harus passable - punya cv/track record karir meskipun cuma volunteer atau bisa juga lomba/prestasi - ngerti pentingnya kolaborasi+sinergi,tips kaburajadulu pakai lpdp one shot ketahui career goalskontribusi kamu ketahui kelebihan dan kekuranganmu english harus passable punya cvtrack record karir meskipun cuma volunteer atau bisa juga lombaprestasi mengerti pentingnya kolaborasisinergi,0,positif
Yuk #KaburAjaDulu ke Singapura...,yuk kaburajadulu ke singapura,1,neutral
Sekarang bayangin aja dengan fenomena brain drain yg udah marak terjadi dan #KaburAjaDulu movement masa pemerintah ga mikir buat bikin perubahan? Pekerja yang highly-skilled bakal pindah kewarganegaraan (termasuk gue) kalo gak ada double citizenship!,sekarang bayangkan saja dengan fenomena brain drain yang sudah marak terjadi dan kaburajadulu movement masa pemerintah tidak mikir buat bikin perubahan pekerja yang highlyskilled bakal pindah kewarganegaraan termasuk gue kalau tidak ada double citizenship,2,negatif
@ezash N4 -&gt; N3 -&gt; N2 langsung caw #KaburAjaDulu kali ya pak,n begitu n begitu n langsung caw kaburajadulu kali ya pak,2,negatif
pemandangan dari kantor #KaburAjaDulu https://t.co/GDnKuR20GW,pemandangan dari kantor kaburajadulu,0,positif
@F2aldi Semoga cepet dapet gantinya pak. Yuk #KaburAjaDulu ‍️,semoga cepat dapat gantinya pak yuk kaburajadulu,1,neutral
Demi pemandangan-pemandangan cantik ini marilah #KaburAjaDulu https://t.co/6CZsJTdcLh,demi pemandanganpemandangan cantik ini marilah kaburajadulu,0,positif
Tagar #KaburAjaDulu Viral di Medsos Bentuk Kekecewaan Generasi Muda? https://t.co/bBvOd5lNfZ,tagar kaburajadulu viral di medsos bentuk kekecewaan generasi muda,2,negatif
Yg udah kerja di korea atau mau kerja di korea boleh tolong share lpk terpercaya dong. Share2 info nya tolong. Pengen rantau ke korea #KaburAjaDulu #kaburduluaja,yang sudah kerja di korea atau mau kerja di korea boleh tolong share lpk terpercaya dong share info ya tolong pengin rantau ke korea kaburajadulu kaburduluaja,1,neutral
Another #KaburAjaDulu di Malaysia! Good luck! https://t.co/WyzMBGE9z1,another kaburajadulu di malaysia good luck,1,neutral
@F2aldi Semangat mas! Bismillah dapat #kaburajadulu,semangat mas bismillah dapat kaburajadulu,0,positif
Letsgoooo #KaburAjaDulu,letsgo kaburajadulu,1,neutral
@ecommurz Btw this opportunity prefer someone who is fresh graduates or has max 2 years' experience! But dont worry we also consider someone who is senior! Jadi yuk #KaburAjaDulu,btw this opportunity prefer someone who is fresh graduates orang has max years eerience but dont worry we also consider someone who is senior jadi yuk kaburajadulu,1,neutral
Baru 3 hari lalu baca bagaimana sistem subsidi pemerintah terhadap sekolah-sekolah di Auckland. Sementara di negara eug PTN dipaksa BH pengajar tidak dibayar layak dan pemegang regulasi tertinggi pendidikan tinggi ngomong begini. Beneran #KaburAjaDulu ini mah,baru hari lalu baca bagaimana sistem subsidi pemerintah terhadap sekolahsekolah di auckland sementara di negara eug ptn dipaksa bh pengajar tidak dibayar layak dan pemegang regulasi tertinggi pendidikan tinggi mengomong begini benaran kaburajadulu ini mah,2,negatif
saia baru: - Japan 🇯🇵 - Malaysia 🇲🇾 next up (masih test dan approaching) - Sweden 🇸🇪 - Singapore 🇸🇬 semoga mimpi #KaburAjaDulu terwujud amiin wish me luck guis,saia baru japan malaysia next up masih test dan approaching sweden singapore semoga mimpi kaburajadulu terwujud amin wish me luck guis,1,neutral
@investorgabut Lebih soal masalah pemerintah yang bikin website pajak 1.3 trilliun sih. Panas masih bisa pake kipas dingin pake baju dingin. Tp kalo korupsi mengakar solusinya ya #KaburAjaDulu,lebih soal masalah pemerintah yang bikin website pajak trilliun sih panas masih bisa pakai kipas dingin pakai baju dingin tapi kalau korupsi mengakar solusinya ya kaburajadulu,2,negatif
@nverad untuk kali ini saya lebih fokus ke pengembangan diri saya dulu agar saya duluan yang #kaburajadulu,untuk kali ini saya lebih fokus ke pengembangan diri saya dulu agar saya duluan yang kaburajadulu,2,negatif
