full_text,stemming,label_num,pseudo_label
@suchadimmo Bisa dicek di tag #KaburAjaDulu banyak tips untuk kabur Dr negara ini,cek tag kaburajadulu tips kabur negara,1,neutral
Yuk profesor2 di Indonesia mengikuti gerakan #KaburAjaDulu Udah gajinya ngga seberapa dan gak dihargai pula,yuk profesor indonesia ikut gera kaburajadulu gaji harga,2,negative
cuman ada 2 opsi untuk mengindari permasalahan di Indonesia #KaburAjaDulu atau jadi bagian dari permasalahan https://t.co/mnXy3Xl23P,cuman opsi mengindari masalah indonesia kaburajadulu masalah,2,negative
@gayung_aer 75 laaahhhhh. gausah balik aja sekalian. #KaburAjaDulu ,gausah kaburajadulu,2,negative
mau deh menjadikan ini topik thesis-ku semoga ada padanan kultur social buzz di luar biar bisa #kaburajadulu,deh jadi topik thesisku moga padan kultur social buzz biar kaburajadulu,2,negative
Bacot #KaburAjaDulu #KaburAjaDulu gwa gak yakin klean2 yg bacot kayak gitu bisa survive tinggal di luar negri. Mana sosoan yg diincer white collar high paying job padahal kerja di indonesia work rate aja masih ndosor.,bacot kaburajadulu kaburajadulu gwa klean bacot kayak survive tinggal negeri sosoan diincer white collar high paying job kerja indonesia work rate ndosor,2,negative
@plisitin padahal dah bener #KaburAjaDulu cing,kaburajadulu cing,2,negative
semakin menguatkan niat untuk #KaburAjaDulu,kuat niat kaburajadulu,2,negative
Guys ayo kita #kaburajadulu,guys ayo kaburajadulu,2,negative
#kaburajadulu ???? Lah Gw Udah Kabur Dari Sepuluhan Tahun Yang Lalu Sudah Nyaman Malah 🇦🇺,kaburajadulu gue kabur puluh nyaman,2,negative
@avrebarra Atau exit aja lah ikut geng #KaburAjaDulu wkwk,exit geng kaburajadulu wkwk,2,negative
#KaburAjaDulu bismillah,kaburajadulu bismillah,1,neutral
Yg mau #kaburajadulu dan wibu mungkin bisa banyak nonton ini Sekedar Vtuber tapi kalo mau ke jerman silahkan .. lumayan nambahin kosakata,kaburajadulu wibu tonton dar vtuber jerman sila lumayan nambahin kosakata,1,neutral
Siapa tau bisa dapet kesempatan tuk #KaburAjaDulu ,tau sempat kaburajadulu,2,negative
@linglingsetude Yeah that's why we have a hashtag #KaburAjaDulu like who else who wanna live in Indonesia in this economy Also thank you for your awareness!!,yeah thats why we have a hashtag kaburajadulu like who else who wanna live indonesia this economy also thank you for your awareness,0,positive
2026 punya pengalaman #KaburAjaDulu ke luar negeri,alam kaburajadulu negeri,1,neutral
@azamuddin91 Sepakat Oom. Solusinya jangka pendeknya gmn tp Oom? Apakah #KaburAjaDulu atau #ternaklele ?,sepakat om solusi jangka pendek om kaburajadulu ternaklele,1,neutral
@duyduibudui @coffebit bismillah nggo persiapan #KaburAjaDulu,bismillah nggo siap kaburajadulu,0,positive
Makin sulit masuk jerman. Kalian pejuang #kaburajadulu tetep semangat ya,sulit masuk jerman juang kaburajadulu semangat ya,2,negative
Cerita #kaburajadulu gw 10 tahun yg lalu ke desa Herzogenaurach. lol. part 1 https://t.co/UWoOqfYls3,cerita kaburajadulu gue desa herzogenaurach lol part,1,neutral
@primawansatrio #KenaikanPPN memperkuat keinginan #kaburajadulu,kenaikanppn kuat kaburajadulu,2,negative
Makanya mungkin kudu ikut program #KaburAjaDulu biar rada kepake ini. ,kudu program kaburajadulu biar rada kepake,1,neutral
@hifdzikhoir #KaburAjaDulu ke Krung Thep Maha Nakhon,kaburajadulu krung thep maha nakhon,1,neutral
Survey dulu lah sebelum #KaburAjaDulu https://t.co/iIvvMffWhw,survey kaburajadulu,1,neutral
Gusti Allah jorokin gua ke ritel dengan case PPN mau naek begini keknya sengaja deh bikin motivasi gua biar #kaburajadulu makin kuat. Berengsek bener wkwk.,gusti allah jorokin gua ritel case ppn kayak sengaja deh bikin motivasi gua biar kaburajadulu kuat berengsek wkwk,2,negative
#kaburajadulu edisi jikun pengen ketemu syahrini https://t.co/Xhl79BxJiU,kaburajadulu edisi jikun pengin ketemu syahrini,1,neutral
I know the condition of government sucks tech winter still continue. And i realize too im not top 1% engineer. Sparks appears for #KaburAjaDulu trying to catch opportunity but result doesn t go well. In the end surviving this age and rejoice what i had now is the sanest way.,i know the condition of government sucks tech winter still continue and i realize too im not top engineer sparks appears for kaburajadulu trying catch opportunity but result doesn t go well the end surviving this age and rejoice what i had now is the sanest way,1,neutral
Gara2 ini ada yg reach out tanya2 untuk #KaburAjaDulu,gara reach out kaburajadulu,1,neutral
#Satset #tastes #KaburAjaDulu,satset tastes kaburajadulu,1,neutral
My european mind can not comprehend the yummy level of this noodle. Yang mau #kaburajadulu terutama ke negara2 berlidah tawar siapkan mental yaa ,my european mind can not comprehend the yummy level of this noodle kaburajadulu negara lidah tawar siap mental ya,0,positive
cooking something! lagi buat worksheet drill buat hiragana (kalo sukses aku buat katakana). kira2 60% selesai dia bakal ngelatih baca tulis dan mendengar (dikte). kalo tertarik dan mau intip antara join discord aku atau rep di sini! #kaburajadulu #bahasa #jepang,cooking something worksheet drill hiragana sukses katakana selesai ngelatih baca tulis dengar dikte tarik intip join discord rep kaburajadulu bahasa jepang,1,neutral
Survive dulu aja biar 2026 bisa #KaburAjaDulu,survive biar kaburajadulu,2,negative
YA ALLAH MURAHE Opo o kok aku sek durung 100% serius ngejar #KaburAjaDulu yaaaaa Kurang sholat koyoke iki ,ya allah murahe opo o sek durung serius ngejar kaburajadulu ya sholat koyoke iki,0,positive
mungkin doi gak jarang main Twitter jadinya ikut gerakan #kaburajadulu,doi jarang main twitter gera kaburajadulu,1,neutral
@nilhaps Aamiinnnn #kaburajadulu 2025 ya ,amin kaburajadulu ya,2,negative
Biasanya gw bacot bgt liat ketololan pemerintah bangsat tapi jujur kali ini ngga terlalu soalnya capek bgt tololnya bertubi-tubi ampe gw nyerah dan memutuskan untuk persiapin #kaburajadulu wkwk,gue bacot banget lihat tolol perintah bangsat jujur kali capek banget tolol bertubitubi gue nyerah putus persiapin kaburajadulu wkwk,2,negative
sekarang kalo interview buat remote work lebih sering AI Interview dulu ya? #kerjaremote #kaburajadulu #remotework,interview remote work ai interview ya kerjaremote kaburajadulu remotework,1,neutral
worksheet hiragana SELESAI! buruan join discord server aku buat dapetin secara GRATIS sebelum aku jual ke public tanggal 27 desember! #bahasa #jepang #kaburajadulu https://t.co/mxHQatNZx1,worksheet hiragana selesai buru join discord server gratis jual public tanggal desember bahasa jepang kaburajadulu,1,neutral
@rzkiypratama Jadi antum ga usah #KaburAjaDulu ,antum kaburajadulu,2,negative
Bisa yuk 2025 multiple streams of income Bisa yuk 2026 udah lulus 3.5 tahun dan wisuda Bisa yuk 2027 udah #KaburAjaDulu dari tempat ini,yuk multiple streams of income yuk lulus wisuda yuk kaburajadulu,1,neutral
kita usahakan kabur ke yorkshire inihh #kaburajadulu,usaha kabur yorkshire inihh kaburajadulu,2,negative
Lowongan2... #kaburajadulu,lowong kaburajadulu,2,negative
@bagoessprasetyo Persiapan #kaburajadulu ?,siap kaburajadulu,2,negative
Resolusi 2025 : menjadi diaspora #KaburAjaDulu (dan tidak menyebalkan). Mohon kabulkan ya Allah ,resolusi diaspora kaburajadulu sebal mohon kabul ya allah,1,neutral
#KaburAjaDulu #DiasporaMendunia https://t.co/w3vPiGcA3c,kaburajadulu diasporamendunia,2,negative
@nahuangrjm wkwk sering tuh aku balik cuma seminggu doang tapi ya cuma bisa di jakarta aja ga bisa pulkam ga cukup waktunya karena kampungku di antah barantah lol ayoooo kamu juga ikutan tagar #kaburajadulu untungnya ortuku ga pernah masalah aku tinggal di mana. kayanya aku hidup di,wkwk tuh minggu doang ya jakarta pulkam kampung antah baran lol ayo ikut tagar kaburajadulu untung ortuku tinggal kaya hidup,2,negative
@muwhiraz @humaniesproject Ke yurop sekalian #kaburajadulu muuu,yurop kaburajadulu mu,1,neutral
Di WPUCast kali ini berkesempatan untuk ngobrol2 langsung dengan @illukinati tentang gimana bisa berkarir di Jepang sebagai developer sekaligus standup comedian. Cocok ditonton buat kalian yang pengen #kaburajadulu https://t.co/NQbK051qtZ,wpucast kali sempat obrol langsung berkarir jepang developer standup comedian cocok tonton pengin kaburajadulu,1,neutral
Minggu depan udah 2025. Cuma mau ngingetin yang pengen #KaburAjaDulu jalur beasiswa ke luar negeri yang ga mesti balik ke Indonesia banyak buka. Siapkan diri sebaik-baiknya. Semoga tahun depan diaspora yang menyebalkannya tambah banyak ,minggu pengin kaburajadulu jalur beasiswa negeri mesti indonesia buka siap sebaikbaiknya moga diaspora sebal,2,negative
@primawansatrio Amiinn moga2 diaspora tambah banyak. Mo nyebelin ato gk yg penting #KaburAjaDulu,amin moga diaspora sebal kaburajadulu,2,negative
@primawansatrio Nitip. Info nyari Lpk yg di daerah banten yg terpercya adakah? Udh kga ketolong rusakny klu ttep tinggal d indo soalnya #KaburAjaDulu dari pada jdi sapi perah penguasa,nitip info cari lpk daerah banten terpercya ada kga tolong rusakny tinggal indonesia kaburajadulu sapi perah kuasa,2,negative
Bitcoin bisa jadi salah satu alat #KaburAjaDulu apabila suatu saat nanti Jan Ethes berkuasa di Indonesia (c)emas 2045. ,bitcoin salah alat kaburajadulu ethes kuasa indonesia cemas,2,negative
Tutorial gabut #kaburajadulu https://t.co/RLCfTp4Zlk,tutorial gabut kaburajadulu,1,neutral
@primawansatrio Kak ijin bertanya ; apakah ada negara yg sgt friendly untuk ibu dgn anak balita yg ingin bisa langsung membawa anaknya #KaburAjaDulu,kak ijin negara friendly anak balita langsung bawa anak kaburajadulu,1,neutral
@IndoWorkAbroad Tlg info loker Bahasa Indonesia untuk Penutur Asing (BIPA) Teacher/Tutor dong min #KaburAjaDulu,tolong info loker bahasa indonesia tutur asing bipa teachertutor min kaburajadulu,1,neutral
#KaburAjaDulu pulangnya kapan kapan,kaburajadulu pulang,2,negative
Untuk 15 orang yang sudah daftar lebih dulu kelas Bahasa Korea group class batch pertama akan aku data yaaa lalu aku kirimkan form melalui whatsapp insha Allah malam ini. Mohon ditunggu yaa teman-teman. Semangat untuk #KaburAjaDulu &lt;3,orang daftar kelas bahasa korea group class batch data ya kirim form whatsapp insha allah malam mohon tunggu ya temanteman semangat kaburajadulu lantai,1,neutral
Cocok utk aku yg mumet di dunia nyata saatnya kabur ke dunia fiksi yg udah ada ujungnya #KaburAjaDulu,cocok mumet dunia nyata kabur dunia fiksi ujung kaburajadulu,2,negative
Ini sebabnya aku selalu send rejection lette ke email Indian candidates whenever they are applying for a job. Better aku proses Indonesian talent yg willing buat #KaburAjaDulu,send rejection lette email indian candidates whenever they are applying for a job better proses indonesian talent willing kaburajadulu,1,neutral
@punyakayyis @Puthutea cek #kaburajadulu,cek kaburajadulu,1,neutral
Ini aku buka kelas banyak bgt sebelum nanti cutiiiii dan vakum ngajar dulu 3-4 minggu Masih dalam rangka mendukung #kaburajadulu,buka kelas banget cuti vakum ajar minggu rangka dukung kaburajadulu,1,neutral
@kompascom kamek pindah sana je lah... #kaburajadulu,kamek pindah je kaburajadulu,1,neutral
China bakal ngejar ketertinggalannya terkait AI dari US dengan strategi khas China ATM Amati Tiru Modifikasi. Plus etos kerja 996 yaitu from 09:00 am to 09:00 pm 6 days a week (Senin ampe Sabtu!!) Yang koar2 worklife balance di China mending #kaburajadulu ,china ngejar tinggal kait ai us strategi khas china atm amat tiru modifikasi plus etos kerja from pm days a wig senin sabtu koar worklife balance china mending kaburajadulu,2,negative
Trump dukung #kaburajadulu,trump dukung kaburajadulu,2,negative
@farouk321 Karena Amrik kejauhan kayaknya Vietnam bolehlah jadi calon destinasi #KaburAjaDulu ,amrik jauh kayak vietnam calon destinasi kaburajadulu,2,negative
1 step closer to #KaburAjaDulu done: extend paspor 10 tahun (&amp; masih pake harga lama!!),step closer kaburajadulu done extend paspor amp pakai harga,1,neutral
stpd mf bahkan typo #KaburAjaDulu,stpd maaf typo kaburajadulu,1,neutral
@lwastuargo @ainunnajib #KaburAjaDulu A million diaspora per year,kaburajadulu a million diaspora year,1,neutral
@dondihananto #kaburajadulu ke singapur. buset lho ngikut aja... https://t.co/0lra2RR8xa,kaburajadulu singapur buset lho ngikut,2,negative
#kaburajadulu Good news di akhir tahun. Padahal yang satu orang waktu pertama kali gw review design portfolionya gw bilang Ga mungkin lolos sih ini . Dan satu oranng yang kedua waktu kita latihan interview case study guestimating udah menyerah dia Emang otak gw ga nyampe https://t.co/guSVHHOfrs,kaburajadulu good news orang kali gue review design portfolionya gue bilang lolos sih oranng latih interview case study guestimating serah otak gue,2,negative
Deket deket pemilu berisik antara keberlanjutan dan perubahan . Cerita tentang #kaburajadulu. Satu lagi narrative driven terbaik versi saya setelah Detroit: Become Human https://t.co/qL2WmbtzE0,milu berisik lanjut ubah cerita kaburajadulu narrative driven baik versi detroit become human,1,neutral
I need to #KaburAjaDulu ,i need kaburajadulu,2,negative
@aniesbaswedan Pak @aniesbaswedan kemarin ada trending #kaburajadulu apa saran pak Anies bagi anak muda yg termotivasi bekerja d luar negeri? ,kemarin trending kaburajadulu saran anies anak muda motivasi negeri,1,neutral
@bagoessprasetyo #kaburajadulu is real kah,kaburajadulu is real kah,2,negative
@ainunnajib #KaburAjaDulu #JanganPulangDulu,kaburajadulu janganpulangdulu,2,negative
#2027walkablecity #kaburajadulu https://t.co/5bnDVVeChj,walkablecity kaburajadulu,1,neutral
@Razor_Language Semoga semua bisa #KaburAjaDulu ,moga kaburajadulu,2,negative
Gw pengen bagiin course yang gw dulu beli secara gratis yang penting kita semua #kaburajadulu. Filenya totalnya 50 gigaan tp semua dalam 1 rangkaian course yang mencakup semua Writing Reading Speaking dan Listening jd gk overwhelm. Follow dulu aja soalnya uploadnya mayan nih~,gue pengin bagi course gue beli gratis kaburajadulu filenya total gigaan rangkai course cakup writing reading speaking listening overwhelm follow uploadnya lumayan nih,0,positive
@ridwanadit thanks mas. so far di kerjaan baru pake aria label dkk. tp kayaknya bisa dieksplor lagi deh. siapa tau bisa #kaburajadulu jalur a11y ,thanks mas sok far kerja pakai aria label dkk kayak dieksplor deh tau kaburajadulu jalur ay,2,negative
#kaburajadulu manisfesting bs pake ht ini secepatnya,kaburajadulu manisfesting pakai hati cepat,0,positive
Saran bagi yg mau #kaburajadulu ke Eropa pilihan 1st itu belanda dingin cuaca terhangatkan dgn komunitas warga indo yg buanyak bgt. 2nd itu spanyol sprt survei ini. Emang enak spanyol coy!!,saran kaburajadulu eropa pilih st belanda dingin cuaca hangat komunitas warga indonesia buanyak banget indak spanyol survei enak spanyol coy,0,positive
pagi di tahun 2025 mulai rajin pantau hashtags #KaburAjaDulu siapa tau ada kesempatan menarik ,pagi rajin pantau hashtags kaburajadulu tau sempat tarik,1,neutral
Awal tahun persiapkan barang ajaib dulu yang aga payah ini #KaburAjaDulu https://t.co/kx46M6o96s,siap barang ajaib aga payah kaburajadulu,2,negative
wow leo????????????? SAATNYA GW BERSINAR BAHAGIA FINANCIALLY STABLE LUCKY DAN BISA #KaburAjaDulu di tahun 2025 ini wkwkwkwkwkw,wow leo gue sinar bahagia financially stable lucky kaburajadulu wkwkwkwkwkw,1,neutral
argh hari2 selalu konsisten berdoa semoga disegerakan #KaburAjaDulu gara2 kegoblokan rezim wowofufa,argh konsisten doa moga segera kaburajadulu gara goblok rezim wowofufa,2,negative
@rzyfzyfzyf ancen hashtag #kaburajadulu iki sangat valid yo masio rawan nanti dianggep diaspora ngehek gak napak tanah cc @kidungkasih.,ancen hashtag kaburajadulu iki valid ya rawan dianggep diaspora ngehek napak tanah cc,1,neutral
@aesterisca nah itu maunya #kaburajadulu ke LN siapa tau anak nanti dapat nationality di luar ehh,mau kaburajadulu ln tau anak nationality eh,2,negative
@tanyarlfes gw bagiin nih video yg gw beli yg penting #kaburajadulu https://t.co/U3T5aTLpHW,gue bagi nih video gue beli kaburajadulu,1,neutral
Nih malah dibuatin program #kaburajadulu sama pemerintah...,nih dibuatin program kaburajadulu perintah,2,negative
Video kedua 5 Section Bahsa Reading sama sebagian Writing. Kalau banyak yg minat tak lanjut upload soalnya gede bgt filenya haha. #kaburajadulu https://t.co/pYOyIqr9SV,video section bahsa reading writing minat upload gede banget filenya haha kaburajadulu,1,neutral
Prepare one year for #KaburAjaDulu semoga tahun depan sudah di negara sebelah,prepare one year for kaburajadulu moga negara belah,1,neutral
bismillaah #kaburajadulu,bismillaah kaburajadulu,1,neutral
Motivasiku #kaburajadulu bukan kondisi ekonomi dan bisnis klo itu insyaAllah meskipun berat aku bs menciptakan peluang sendiri TAPI HUKUM DAN PENEGAKANNYA yg kacau di negara ini. Klo soal ini kita sbg warha negara biasa bisa apa coba? Sudah patuh pun bs sewaktu2 kena hajar,motivasi kaburajadulu kondisi ekonomi bisnis insyaallah berat cipta peluang hukum tega kacau negara warha negara coba patuh kena hajar,2,negative
Beberapa tips buat rekan yang mau #KaburAjaDulu ke #Thailand: 1) Cari tempat tinggal dekat dengan transum antara BTS atau MRT else siap-siap berkutat kembali dengan kemacetan ala Jakarta 2) Tuktuk di sebagian besar wilayah perkotaan itu kendaraan turis dan tujuannya,tips rekan kaburajadulu thailand cari tinggal transum bts mrt else siapsiap kutat macet ala jakarta tuktuk wilayah kota kendara turis tuju,1,neutral
Bener banget. Udah januari dan belum nyiapin buat #KaburAjaDulu wkwkk,banget januari nyiapin kaburajadulu wkwkk,2,negative
Semoga ada jalan buat #kaburajadulu minimal ke negara tetangga yg bebas dari asap rokok di tempat umum. Aamiin.,moga jalan kaburajadulu minimal negara tetangga bebas asap rokok amin,1,neutral
@daffafahrz Harusnya UI memperbanyak program #KaburAjaDulu,ui banyak program kaburajadulu,2,negative
tiap ngobrol ama temen2 seumuran tuh either temen lama apa temen skrg gt klo gw nanya mau sekolah lgi ga abis lulus pasti pd bilang g mau di indo wakakakak keknya emg semua org punya planning #KaburAjaDulu,obrol teman umur tuh either teman teman gue sekolah habis lulus bilang indonesia wakakakak kayak orang planning kaburajadulu,2,negative
Bisa dicoba banget nih buat techbro/sis yang mau #KaburAjaDulu,coba banget nih techbrosis kaburajadulu,1,neutral
 : lu keluar dari indo tuh belum tentu enak dan betah. memang makanya gue sebelum mau keluar cari tau dulu baik buruknya negara tujuan. Prinsipnya : one man trash is other man treasure gak ada negara yang 100% bagus tapi setidaknya much better dari indo. #kaburajadulu,indonesia tuh enak betah gue cari tau buruk negara tuju prinsip one man trash is other man treasure negara bagus much better indonesia kaburajadulu,0,positive
1 hari 1 kebijakan 1 alasan untuk #kaburajadulu,bijak alas kaburajadulu,0,positive
seru banget repliesnyaaaa aakkhhhhh semoga 2025 #kaburajadulu,seru banget repliesnya aakkh moga kaburajadulu,0,positive
@hanmula 450 juta cukup banget buat #kaburajadulu,juta banget kaburajadulu,2,negative
#kaburajadulu aamiin,kaburajadulu amin,0,positive
Mau juga pake hastag #kaburajadulu ,pakai hastag kaburajadulu,1,neutral
@deangrh_ mangat de yuk bisa yuk #KaburAjaDulu,mangat deh yuk yuk kaburajadulu,1,neutral
@aingriwehuy bongkar aja. parcok udah berkasus ke tetangga. terus sekarang ada pelatih lagi adem ayem dipecat. biar makin busuk Indone. tinggal rakyat 42% yang mau #kaburajadulu moga dipermudah jalannya (baik yg percaya/tidak percaya Tuhan),bongkar parcok kasus tetangga latih adem ayem pecat biar busuk indone tinggal rakyat kaburajadulu moga mudah jalan percayatidak percaya tuhan,2,negative
@kumparan 2025 gak ush jadi dosen #kaburajadulu,dosen kaburajadulu,2,negative
Step by step tahun ini belajar bahasa Jepang dan Mandarin #KaburAjaDulu.,step by step ajar bahasa jepang mandarin kaburajadulu,1,neutral
Selain pekerja sektor swasta para ASN ada yang kepikiran #KaburAjaDulu gak sih? Kenapa alasannya?,kerja sektor swasta asn pikir kaburajadulu sih alas,2,negative
Baiklah sebagai penutup tweet yang seharusnya dimasukkan ke komunitas marah2 ini gue pengen bilang salah satu hal yang bikin gue makin pengen #kaburajadulu dari Indonesia adalah gue gak tahan sama warganya yang bodoh ke-akar2 kaya ARGGHHHHH gak mau tinggal di lingkungan kek gini,baik tutup tweet masuk komunitas marah gue pengin bilang salah bikin gue pengin kaburajadulu indonesia gue tahan warga bodoh akar kayak arggh tinggal lingkung kayak,2,negative
Melihat situasi negara ini. Memang ada baiknya #kaburajadulu kwkwkw,situasi negara baik kaburajadulu kwkwkw,1,neutral
@gg_02022020 @ese_oak Udah apply2 ke aussie tp masih belum beruntung. Soalnya ijasah ama experience gak linier. ‍ Pengen #kaburajadulu,apply aussie untung ijasah eerience linier pengin kaburajadulu,0,positive
Mendiksaintek dorong lulusan utk kerja di LN. #kaburajadulu https://t.co/JjxuWsiBPz,mendiksaintek dorong lulus kerja ln kaburajadulu,1,neutral
@taurusboy25 Salah satu faktor pendorong untuk #kaburajadulu dari Indo wkwkw,salah faktor dorong kaburajadulu indonesia wkwkw,1,neutral
memang udah perlu seriusin #kaburajadulu ngeliat makin ngawur sana-sini begini,seriusin kaburajadulu ngawur sanasini,2,negative
Ga jadi #kaburajadulu gesss awkaowo. Nice try diddy. Mungkin next grinding lagi!,kaburajadulu ges awkaowo nice try diddy next grinding,1,neutral
dan yg marah dan sedih itu we can't do anything uang sebanyak itu dan juga food waste sebanyak itu.... pls kapan bisa join #kaburajadulu,marah sedih we cant anything uang food waste pls join kaburajadulu,2,negative
Makan siang begini Nasi Briyani+Paha Ayam bakar di kantin kantor €10 euro alias Rp 160rebu. Ini aja udah disubsidi ama kantor kalo d resto kisaran €18an atau Rp 300rban. Rasanya? Hambar2 ketumbar aca2 ‍️ Fyi aja buat yg mau ke Eropah #kaburajadulu https://t.co/TnDJE0kF4c,makan siang nasi briyanipaha ayam bakar kantin kantor euro alias rp rebu subsidi kantor resto kisar an rp rban hambar ketumbar aca fyi eropah kaburajadulu,2,negative
Damn otw pindah kalo udah lulus #kaburajadulu,damn otw pindah lulus kaburajadulu,1,neutral
ya Allah saya siap menjadi warga #kaburajadulu,ya allah warga kaburajadulu,2,negative
@buanawisnu Yang udah di Jakarta gimana bang? #KaburAjaDulu kah? Kwkwk,jakarta abang kaburajadulu kah kwkwk,1,neutral
Never thought I was gonna say this. But I missed being able to just walk to a mosque during lunch break or simply go home twice a year during Eid. Merantau #kaburajadulu itu - terkadang melelahkan https://t.co/TyqgDkeBSe,never thought i was gonna sayang this but i missed being able just walk a mosque during lunch break orang simply go home twice a year during eid rantau kaburajadulu terkadang lelah,0,positive
@jeophyte nitip sendal dulu barangkali nanti ada post tete. #kaburajadulu https://t.co/weWzLFKTuh,nitip sendal barangkali post tete kaburajadulu,1,neutral
Buat pejuang #kaburajadulu hidup di negara orang itu ada plus dan minusnya. Jika plusnya (terhindar dari kebijakan fufufafa) melebihi minusnya (pajak penghasilan hampir separo PPN jg naik jd &gt; 20%) ya silahkan dipilih.,juang kaburajadulu hidup negara orang plus minus plus hindar bijak fufufafa lebih minus pajak hasil paro ppn ya sila pilih,2,negative
#KaburAjaDulu #Lokercot https://t.co/wB3ooHvorx,kaburajadulu lokercot,1,neutral
So lets #KaburAjaDulu,sok lets kaburajadulu,2,negative
guy spills the minna no nihongo book part 2 kalo mau gw jelasin lebih lanjut gabung discord server atau boleh tanya2 gw tentang private class biar ngebuttt! #kaburajadulu,guy spills the minna no nihongo book part gue jelasin gabung discord server gue private class biar ngebut kaburajadulu,1,neutral
Pengalaman kerja di Jerman versi aku : 1. Gaji oke bayar pajak mantap 2. Work life balance. Ngga ada cerita bos wassap nanya kerjaan 3. Jatah cuti 30 hari dalam setahun. Libur nasional ngga masuk hitungan #kerjadijerman #kaburajadulu,alam kerja jerman versi gaji oke bayar pajak mantap work life balance cerita bos wassap kerja jatah cuti tahun libur nasional masuk hitung kerjadijerman kaburajadulu,1,neutral
gass #kaburajadulu buat yang mau kejar JLPT N4 untuk SSW/tokutei ginou dan bahasa jepangmu masih 0 kuy kejar materi N5~N4 di discord! https://t.co/x6eQuNVaYJ,gass kaburajadulu kejar jlpt n sswtokutei ginou bahasa jepangmu yuk kejar materi nn discord,1,neutral
versi katakana sudah up!! di https://t.co/jjaYG8aGZF ya guys! selamat belajar! #zonajajan #zonauang #kaburajadulu https://t.co/u6P7FMaC5w,versi katakana up ya guys selamat ajar zonajajan zonauang kaburajadulu,1,neutral
#kaburajadulu belum lulus kuliah tp udah dpt designer job di London. https://t.co/XTIp1IloB1,kaburajadulu lulus kuliah designer job london,1,neutral
Nih siapa yang mau #kaburajadulu ke Kuala Lumpur gue pernah tinggal dan kerja di KL asli improve your life quality banget. Yuk diapply! https://t.co/1xZI3sm7Ej,nih kaburajadulu kuala lumpur gue tinggal kerja asli improve your life quality banget yuk diapply,0,positive
Ada lagi nih #kaburajadulu https://t.co/4SICt6orZL,nih kaburajadulu,2,negative
org se-Pak Tom aja dua bulan dikriminalisasi so Bagaimana kita? mari #kaburajadulu,orang sepak tom kriminalisasi sok mari kaburajadulu,2,negative
#KaburAjaDulu ke Malaysia,kaburajadulu malaysia,2,negative
Fun fact kana yg sudah tidak digunakan: ゐヰ (wi) ゑヱ (we) #kaburajadulu,fun fact kanan wi we kaburajadulu,1,neutral
@balaqaba Lho gaskeun! Yang penting #KaburAjaDulu,lho gaskeun kaburajadulu,2,negative
rill mending sekalian buat persiapan #KaburAjaDulu,rill mending siap kaburajadulu,2,negative
kehilangan masa muda karena sibuk mikirin dan cari cara supaya bisa #KaburAjaDulu dari negara gblok enih,hilang muda sibuk pikir cari kaburajadulu negara gblok enih,2,negative
@tepukberwudhu Ditimbang2 dulu kak aku masih ada sidejob freelance lain dan akan abroad mknya resign #kaburajadulu,timbang kak sidejob freelance abroad resign kaburajadulu,2,negative
udah ditahan tahanin gawe sampe 3 tahun siapa tau diangkat kartap eh malah dilempar ke os. saatnya #kaburajadulu,tahan tahanin gawe tau angkat kartap eh lempar os kaburajadulu,2,negative
@AtomBasica @msbreewc @txtdrimedia Aman dia mah bukan warga sini #KaburAjaDulu,aman mah warga kaburajadulu,2,negative
@yohampan nyari lowker Legal cuma susah bat asli dah. beda sama anak tech lebih fleksibel #KaburAjaDulu-nya. gue lihat angkatan kita yg udah fully di luar either ngga spesifik legal role atau minimal dah LL.M / JD plus dah punya beberapa sertif.,cari lowker legal susah banget asli beda anak tech fleksibel kaburajadulunya gue lihat angkat fully either spesifik legal role minimal llm plus sertif,2,negative
goks coach! mengikuti tren #kaburajadulu,goks coach ikut tren kaburajadulu,1,neutral
@dhilxa Thanks for sharing kak. Insightful sekali ini. Bisa jadi acuan juga buat yang mau #kaburajadulu ,thanks for sharing kak insightful acu kaburajadulu,0,positive
Tim #KaburAjaDulu #zonauang mungkin bisa join https://t.co/bB6q58riSW webinar dari TemanRemote,tim kaburajadulu zonauang join webinar temanremote,1,neutral
first rejection on 2025. #kaburajadulu https://t.co/Y1X9Kq7MEW,first rejection on kaburajadulu,1,neutral
@jellypastaa All hail #KaburAjaDulu https://t.co/8Sr8XLea1M,all hail kaburajadulu,2,negative
@rajamahardikaaa It s time #KaburAjaDulu,si time kaburajadulu,2,negative
Sebagai orang yang pernah tinggal di Malaysia selama 4 tahun aku merekomendasikan Malaysia bagi kalian yang mau #KaburAjaDulu. Negara makmur kriminalitas rendah lebih bersih kuliner top habis. Bagi Muslim Malaysia pasti homey banget. Mayoritas Muslim. Bagi Chindo ,orang tinggal malaysia rekomendasi malaysia kaburajadulu negara makmur kriminalitas rendah bersih kuliner top habis muslim malaysia homey banget mayoritas muslim chindo,2,negative
@taktekbum tinggal nunggu fenomena brain drain Indonesia soalnya yg pinter-pinter diajakin berkongsi sama orang jahat melulu di situasi sekelilingnya. Klo udah ga kepake dibuang #KaburAjaDulu,tinggal tunggu fenomena brain drain indonesia pinterpinter diajakin kongsi orang jahat melulu situasi keliling kepake buang kaburajadulu,2,negative
